"country","city","date","congestion","driving","transit","walking","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","commercial","utilities","other"
"Spain","Barcelona",2021-03-20,16,-22.27,52.09,-44.62,-39,-4,-8,-26,-16,6,108,54,1
"Spain","Madrid",2021-03-20,9,-12.05,-9.23999999999999,3.31999999999999,-35,0,-2,-31,-13,7,94,52,1
"Spain","Malaga",2021-03-20,11,-12.05,10.92,-22.6,-35,-5,-29,-46,-15,7,101,53,1
"Spain","Seville",2021-03-20,11,-12.72,36.33,-31.64,-29,-1,-7,-26,-8,5,107,51,1
"Sweden","Gothenburg",2021-03-20,8,-1.86,-22.76,0.0999999999999943,-29,-3,17,-42,4,5,87,51,1
"Sweden","Malmo",2021-03-20,9,-8.13,-25.3,-20.72,-27,-7,-9,-45,1,6,94,52,1
"Sweden","Stockholm",2021-03-20,16,0.230000000000004,-16.01,-12.44,-35,-16,-5,-40,-5,5,103,51,1
"Austria","Graz",2021-03-21,8,-30.68,NA,-40.26,-65,-18,-33,-43,-19,7,109,50,1
"Austria","Vienna",2021-03-21,9,-28.61,NA,-55.94,-70,-21,-48,-43,-24,8,112,51,1
"Belgium","Brussels",2021-03-21,13,-30.49,-17.76,-39.18,-56,-8,20,-34,-21,7,97,51,1
"Belgium","Charleroi",2021-03-21,4,-4.08,18.42,7.89,-41,-1,32,-42,-5,6,93,53,1
"Czechia","Brno",2021-03-21,7,-38.36,NA,-43.97,-69,-11,-26,-50,-12,12,92,51,1
"Czechia","Prague",2021-03-21,6,-56.19,-68.43,-79.91,-56,-11,2,-35,-10,12,92,50,1
"Denmark","Copenhagen",2021-03-21,12,-10.65,-37,-16.35,-43,-19,37,-50,-4,3,103,50,1
"Estonia","Tallinn",2021-03-21,10,-22.56,-34.5,-27.82,-53,-12,20,-50,-26,7,88,58,1
"Finland","Helsinki",2021-03-21,9,-15.55,-28.02,-30.12,-42,-7,10,-55,-8,7,92,51,1
"France","Grenoble",2021-03-21,14,-22.06,NA,-37.92,-40,7,19,-29,-10,2,100,52,1
"France","Lille",2021-03-21,6,-34.21,118.2,-44.29,-59,-6,-16,-47,-12,9,91,53,1
"France","Paris",2021-03-21,6,-50.61,-35.78,-66.79,-74,-13,-41,-45,-20,7,103,50,1
"Germany","Berlin",2021-03-21,12,-29.43,-39.75,-45.19,-64,-18,-4,-45,-14,7,103,50,1
"Germany","Bremen",2021-03-21,6,-24.96,NA,-29,-64,-7,33,-49,-11,6,92,51,1
"Germany","Cologne",2021-03-21,8,-40.1,25.55,-48,-51,3,24,-41,-5,6,97,50,1
"Germany","Dresden",2021-03-21,10,-26.07,NA,-32.72,-59,-18,-16,-36,-3,6,98,51,1
"Germany","Munich",2021-03-21,9,-31.1,NA,-47.2,-62,-23,-20,-49,-8,7,117,50,1
"Greece","Athens",2021-03-21,3,-45.15,NA,-40,-63,7,36,-51,-21,12,92,51,1
"Hungary","Budapest",2021-03-21,12,-48.31,-56.48,-71.75,-57,-13,-3,-48,-13,6,99,51,1
"Ireland","Cork",2021-03-21,14,-39.32,NA,-50.04,-46,-2,31,-55,-16,9,121,52,1
"Ireland","Dublin",2021-03-21,19,-53.13,-65.79,-59.25,-53,-2,51,-64,-21,12,111,51,1
"Italy","Bologna",2021-03-21,8,-59.9,NA,-62.02,-71,-28,-35,-70,-30,15,114,53,1
"Italy","Catania",2021-03-21,10,-49.43,NA,-61.43,-69,-39,-78,-61,-28,16,127,51,1
"Italy","Milan",2021-03-21,7,-56.42,NA,-61.38,-68,-23,-2,-64,-23,13,84,50,1
"Italy","Rome",2021-03-21,5,-65.84,-76.61,-74.93,-67,-21,-41,-65,-29,14,92,55,1
"Netherlands","Eindhoven",2021-03-21,10,-29.24,NA,-27.46,-62,-4,40,-69,1,5,119,51,1
"Netherlands","Groningen",2021-03-21,18,-15.17,NA,-20.51,-60,-10,31,-45,-9,5,88,51,1
"Poland","Krakow",2021-03-21,10,-56.97,NA,-78.99,-66,-42,-51,-48,-6,7,102,51,0
"Poland","Poznan",2021-03-21,11,-26.55,NA,-29.5,-70,-38,-46,-55,-11,7,90,51,1
"Portugal","Lisbon",2021-03-21,4,-63.12,NA,-75.4,-76,-37,-49,-67,-26,13,101,50,1
"Portugal","Porto",2021-03-21,5,-58.89,NA,-66.17,-77,-28,-44,-64,-27,14,99,50,1
"Romania","Bucharest",2021-03-21,12,-40.48,NA,-34.3,-36,-3,-28,-33,-5,3,112,51,1
"Spain","Alicante",2021-03-21,7,-10.19,44.02,-28.89,-40,-13,1,-42,-18,5,88,50,1
"Spain","Barcelona",2021-03-21,12,-33.62,35.35,-58.78,-43,-2,4,-25,-15,2,110,50,1
"Spain","Madrid",2021-03-21,5,-27.87,-25.57,-26.94,-32,-3,16,-33,-4,5,94,53,1
"Spain","Malaga",2021-03-21,7,-21.33,-4.18000000000001,-44.21,-31,7,-6,-39,-10,3,101,51,1
"Spain","Seville",2021-03-21,7,-35.73,-1.81999999999999,-59.44,-31,5,-6,-30,-5,2,92,51,1
"Sweden","Gothenburg",2021-03-21,7,-6.29000000000001,-23.35,-16.2,-22,-6,32,-41,6,3,90,51,1
"Sweden","Malmo",2021-03-21,8,-12.11,-25.94,-24.69,-22,-6,60,-42,8,3,109,54,1
"Sweden","Stockholm",2021-03-21,14,-2.73,-18.35,-24.46,-35,-22,-1,-46,-4,4,88,53,1
"Austria","Graz",2021-03-22,27,-9.69,NA,-16.95,-35,3,-26,-40,-30,12,90,51,1
"Austria","Vienna",2021-03-22,31,-9.22,NA,-33.4,-43,-4,-4,-33,-33,11,96,51,1
"Belgium","Brussels",2021-03-22,33,-23.13,-4.15000000000001,-29.86,-50,-9,11,-41,-44,15,95,51,1
"Belgium","Charleroi",2021-03-22,16,7.67,35.74,23.77,-21,3,0,-31,-18,9,86,53,1
"Czechia","Brno",2021-03-22,24,-24,NA,-18.73,-59,-3,-8,-39,-39,18,101,51,1
"Czechia","Prague",2021-03-22,22,-41.33,-59.52,-70.4,-27,6,NA,-34,-37,19,92,50,1
"Denmark","Copenhagen",2021-03-22,19,-4.67,-35.68,-13.76,-42,-20,26,-55,-43,15,80,50,1
"Estonia","Tallinn",2021-03-22,18,-21.24,-22.13,-18.91,-41,-11,23,-44,-43,17,100,51,1
"Finland","Helsinki",2021-03-22,14,-11.35,-23.48,-24.32,-34,-3,32,-49,-40,15,117,51,1
"France","Grenoble",2021-03-22,27,-9.91,NA,-12.19,-37,-7,-12,-21,-22,10,103,53,1
"France","Lille",2021-03-22,20,-14.65,155.9,-19.75,-46,-10,-6,-39,-28,11,84,51,1
"France","Paris",2021-03-22,21,-45.99,-28.3,-63.26,-73,-19,-50,-43,-48,19,100,50,1
"Germany","Berlin",2021-03-22,35,-13.39,-28.07,-31.25,-41,-1,15,-36,-35,12,102,50,1
"Germany","Bremen",2021-03-22,26,-13.43,NA,-18.08,-41,2,19,-35,-22,9,92,62,1
"Germany","Cologne",2021-03-22,23,-30,42.04,-37.74,-31,2,10,-34,-23,9,100,52,1
"Germany","Dresden",2021-03-22,37,-10.38,NA,-20.08,-25,3,21,-20,-19,9,99,51,1
"Germany","Munich",2021-03-22,29,-23.32,NA,-35.18,-33,-1,4,-37,-25,11,95,50,1
"Greece","Athens",2021-03-22,26,-33.02,NA,-31.04,-48,7,61,-45,-34,12,93,51,1
"Hungary","Budapest",2021-03-22,21,-42.78,-51.49,-68.99,-54,-17,-25,-54,-47,20,115,52,1
"Ireland","Cork",2021-03-22,23,-38.9,NA,-46.15,-35,1,30,-53,-38,14,115,50,1
"Ireland","Dublin",2021-03-22,28,-52.46,-67.76,-65.32,-49,-5,14,-67,-55,22,98,50,1
"Italy","Bologna",2021-03-22,19,-44.74,NA,-55.28,-46,-3,-10,-55,-31,16,75,51,1
"Italy","Catania",2021-03-22,34,-22.77,NA,-33.99,-36,-4,-51,-48,-19,10,101,51,1
"Italy","Milan",2021-03-22,18,-40.26,NA,-56.04,-51,-6,5,-56,-39,18,101,51,1
"Italy","Rome",2021-03-22,19,-51.96,-72.87,-72.56,-49,-7,-38,-57,-43,18,106,50,1
"Netherlands","Eindhoven",2021-03-22,18,-25.84,NA,-10.51,-47,-5,49,-68,-37,14,111,54,1
"Netherlands","Groningen",2021-03-22,21,-10.74,NA,-7.95999999999999,-44,-15,26,-48,-41,13,100,50,1
"Poland","Krakow",2021-03-22,33,-46.35,NA,-72.09,-46,-12,-42,-43,-30,15,98,52,1
"Poland","Poznan",2021-03-22,33,-8.12,NA,-2.14,-41,-12,34,-44,-24,11,80,53,1
"Portugal","Lisbon",2021-03-22,15,-49.73,NA,-68.02,-66,-19,-39,-61,-55,22,96,50,1
"Portugal","Porto",2021-03-22,17,-37.55,NA,-57.15,-62,-10,-15,-52,-45,18,84,53,1
"Romania","Bucharest",2021-03-22,54,-32.97,NA,-38.3,-41,-12,-56,-44,-37,13,103,51,1
"Spain","Alicante",2021-03-22,18,-17.46,56.67,-24.82,-30,1,-4,-30,-14,6,107,54,1
"Spain","Barcelona",2021-03-22,23,-33.83,46.78,-57.95,-33,1,-5,-26,-23,8,103,54,1
"Spain","Madrid",2021-03-22,19,-23.48,-24.99,-32.39,-28,3,6,-30,-27,9,111,51,1
"Spain","Malaga",2021-03-22,18,-26.07,7.52,-45.16,-28,-4,-8,-35,-16,6,113,51,1
"Spain","Seville",2021-03-22,21,-33.68,21.41,-63.95,-24,0,-6,-27,-15,5,92,54,1
"Sweden","Gothenburg",2021-03-22,13,-5.95999999999999,-18.21,-6.94,-24,-2,36,-41,-33,13,120,52,1
"Sweden","Malmo",2021-03-22,13,-9.39,-20.83,-21.74,-20,-6,50,-45,-30,11,114,51,1
"Sweden","Stockholm",2021-03-22,21,-6.48999999999999,-19.93,-24.4,-35,-18,1,-45,-44,16,94,51,1
"Austria","Graz",2021-03-23,28,-9.31999999999999,NA,-15.2,-40,6,-12,-38,-27,11,99,51,1
"Austria","Vienna",2021-03-23,28,-6.79000000000001,NA,-30.46,-45,-1,6,-34,-33,12,101,50,1
"Belgium","Brussels",2021-03-23,36,-21.78,-2.31999999999999,-22.44,-48,-2,52,-42,-41,13,77,51,1
"Belgium","Charleroi",2021-03-23,17,9.43000000000001,16.88,37.56,-20,3,25,-27,-18,8,91,50,1
"Czechia","Brno",2021-03-23,20,-18.65,NA,-6.23,-59,-2,3,-40,-38,18,117,52,1
"Czechia","Prague",2021-03-23,22,-39.18,-59.52,-70.02,-31,6,NA,-32,-40,20,108,51,1
"Denmark","Copenhagen",2021-03-23,21,-0.140000000000001,-33.75,-13.01,-44,-18,18,-53,-41,15,109,51,-5
"Estonia","Tallinn",2021-03-23,18,-12.1,-20.84,-9.88,-41,-7,21,-43,-43,17,107,51,1
"Finland","Helsinki",2021-03-23,13,-10.13,-20.45,-18.41,-36,-3,18,-51,-41,16,96,51,1
"France","Grenoble",2021-03-23,31,-5.38,NA,4.04000000000001,-36,-3,9,-20,-21,9,79,51,1
"France","Lille",2021-03-23,21,-11.66,144.28,-10.01,-46,-6,12,-37,-27,11,98,50,1
"France","Paris",2021-03-23,26,-42.52,-23.34,-57.24,-69,-11,-29,-39,-47,18,107,51,1
"Germany","Berlin",2021-03-23,37,-10.78,-29.73,-33.35,-46,-1,-15,-38,-36,13,102,51,1
"Germany","Bremen",2021-03-23,26,-11.74,NA,-15.07,-38,8,38,-36,-23,9,119,52,1
"Germany","Cologne",2021-03-23,24,-28.57,48.35,-30.4,-30,7,52,-33,-23,9,99,50,1
"Germany","Dresden",2021-03-23,37,-9.19,NA,-15.03,-29,4,16,-21,-20,9,94,51,1
"Germany","Munich",2021-03-23,32,-19.01,NA,-30.36,-34,1,25,-36,-25,11,109,50,1
"Greece","Athens",2021-03-23,27,-32.36,NA,-40.86,-58,4,-22,-54,-35,14,102,51,1
"Hungary","Budapest",2021-03-23,24,-40.35,-50.57,-67.52,-55,-13,-16,-53,-48,20,100,50,1
"Ireland","Cork",2021-03-23,23,-33.19,NA,-46.08,-38,0,25,-55,-40,14,89,51,1
"Ireland","Dublin",2021-03-23,29,-49.94,-68.87,-66.01,-48,1,24,-67,-55,22,88,51,1
"Italy","Bologna",2021-03-23,20,-45.47,NA,-52.54,-46,-4,-8,-54,-31,16,106,51,1
"Italy","Catania",2021-03-23,29,-24.98,NA,-31.35,-33,0,-44,-46,-17,9,112,52,1
"Italy","Milan",2021-03-23,19,-37.29,NA,-52.85,-51,-4,26,-55,-40,18,96,50,1
"Italy","Rome",2021-03-23,18,-51.52,-72.27,-71.84,-49,-5,-36,-57,-44,19,96,51,1
"Netherlands","Eindhoven",2021-03-23,20,-20.6,NA,-4.48,-44,-1,93,-65,-37,14,107,54,1
"Netherlands","Groningen",2021-03-23,21,-8.23,NA,1.75,-44,-9,42,-52,-40,14,103,52,2
"Poland","Krakow",2021-03-23,31,-44.96,NA,-67.83,-46,-18,-37,-46,-42,17,98,52,1
"Poland","Poznan",2021-03-23,31,-8.73,NA,2.93000000000001,-44,-17,-1,-54,-35,15,102,62,1
"Portugal","Lisbon",2021-03-23,16,-47.71,NA,-68.68,-68,-19,-37,-61,-56,23,94,51,1
"Portugal","Porto",2021-03-23,18,-36.33,NA,-55.88,-62,-8,-21,-51,-44,19,114,51,1
"Romania","Bucharest",2021-03-23,52,-26.96,NA,-23.87,-34,-4,-37,-39,-36,12,90,52,1
"Spain","Alicante",2021-03-23,16,-13.46,59.25,-19.76,-30,1,6,-32,-15,5,92,50,1
"Spain","Barcelona",2021-03-23,26,-31.62,51.73,-55.5,-34,2,-4,-24,-24,8,100,51,1
"Spain","Madrid",2021-03-23,20,-19.09,-21.1,-25.49,-30,0,11,-30,-27,8,101,50,1
"Spain","Malaga",2021-03-23,19,-22.27,4.59,-40.11,-26,-2,2,-31,-17,5,108,51,1
"Spain","Seville",2021-03-23,19,-31.14,13.96,-59.25,-25,0,-2,-25,-14,4,127,50,1
"Sweden","Gothenburg",2021-03-23,13,-7.09999999999999,-15.6,-11.93,-26,-4,32,-44,-35,14,109,51,1
"Sweden","Malmo",2021-03-23,13,-9.68000000000001,-17.4,-15.4,-23,-3,47,-45,-32,11,90,51,1
"Sweden","Stockholm",2021-03-23,27,-2.05,-17.27,-12.37,-30,-15,54,-41,-43,13,102,51,1
"Austria","Graz",2021-03-24,30,-5.31999999999999,NA,-11.6,-38,6,16,-38,-29,10,99,55,1
"Austria","Vienna",2021-03-24,28,-6.40000000000001,NA,-28.14,-44,0,7,-33,-33,12,123,51,1
"Belgium","Brussels",2021-03-24,35,-16.45,0.0799999999999983,-14.29,-44,3,72,-38,-40,12,110,51,1
"Belgium","Charleroi",2021-03-24,24,18.3,24.1,51.97,-13,8,45,-22,-17,7,93,51,1
"Czechia","Brno",2021-03-24,21,-14.86,NA,-5.98,-59,-1,0,-40,-37,18,96,52,1
"Czechia","Prague",2021-03-24,23,-36.44,-57.15,-64.78,-26,9,NA,-30,-39,19,90,50,1
